token,data/hora_envio,idade,genero,cor/raca/etnia,pcd,uf_onde_mora,regiao_onde_mora,uf_de_origem,regiao_de_origem,vive_no_brasil,pais_onde_mora,estado_onde_mora,estado_de_origem,nivel_de_ensino,area_de_formação,situação_de_trabalho,setor,numero_de_funcionarios,atua_como_gestor,cargo_como_gestor,cargo_atual,nivel,tempo_de_experiencia_em_dados,tempo_de_experiencia_em_ti,linguagem_de_programacao_(dia_a_dia),linguagem_mais_usada,linguagem_preferida,banco_de_dados_(dia_a_dia),cloud_(dia_a_dia),cloud_preferida,ferramenta_de_bi_(dia_a_dia)
fqq4b2jhjgqhyz9p44fqq4bws18yvvz9,16/12/2024 14:36:40,32,Masculino,Parda,Não,PR,Sul,MG,Sudeste,True,,Paraná (PR),Minas Gerais (MG),Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Setor Alimentício,Acima de 3.000,False,,Cientista de Dados/Data Scientist,Sênior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,Python,"Databricks, SQLite, SAP HANA, SQL SERVER","Azure (Microsoft), Google Cloud (GCP)",Azure (Microsoft),Microsoft PowerBI
dba2cm0d2m10qcvi8fgwdba2cmt7ytcl,16/12/2024 14:39:29,32,Masculino,Parda,Não,GO,Centro-oeste,PA,Norte,True,,Goiás (GO),Pará (PA),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Outra Opção,Acima de 3.000,True,Supervisor/Coordenador,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
nylyvzh1i14sd531pfud660dnylyvz9t,16/12/2024 15:06:52,32,Feminino,Branca,Não,PE,Nordeste,,,True,,Pernambuco (PE),,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,de 51 a 100,False,,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
3bh7stxmuvsiuq8ir3bh7b099jma7rz6,16/12/2024 16:29:21,32,Feminino,Parda,Não,SP,Sudeste,DF,Centro-oeste,True,,São Paulo (SP),Distrito Federal (DF),Pós-graduação,Outra opção,Empregado (CLT),Filantropia/ONG's,de 11 a 50,True,Supervisor/Coordenador,,,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
4nora6yvjp9nx5sy4nora398286roclk,16/12/2024 17:33:11,32,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Entretenimento ou Esportes,Acima de 3.000,False,,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,Go,"Amazon Aurora ou RDS, Google BigQuery","Google Cloud (GCP), Amazon Web Services (AWS)",Amazon Web Services (AWS),"Looker, Grafana, Redash, Looker Studio (antigo Google Data Studio)"
4rq5kzqlzqiwd4rqwkfks0umca23mz4g,16/12/2024 18:18:33,32,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 101 a 500,False,,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Não utilizo nenhuma das linguagens listadas no trabalho,Python,Google BigQuery,Google Cloud (GCP),Google Cloud (GCP),Looker Studio (antigo Google Data Studio)
6su95cwpkx6hkq0qv6su95cjrojj8t41,16/12/2024 18:24:25,32,Feminino,Branca,Não,RJ,Sudeste,,,True,,Rio de Janeiro (RJ),,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,False,,Analista de Dados/Data Analyst,Pleno,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,SQL,SQL,sql,"Databricks, Oracle, Amazon Athena",Amazon Web Services (AWS),Amazon Web Services (AWS),Microsoft PowerBI
xdop9nnyzikd64y4xdop92qd4kjez59a,16/12/2024 20:16:51,32,Masculino,Branca,Não,RJ,Sudeste,,,True,,Rio de Janeiro (RJ),,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),"Desempregado, buscando recolocação",,,,,,,,,,,,,,,
ag6h72huvobr9abd1vj0jrrpcag6h7t0,16/12/2024 20:34:58,32,Masculino,Branca,Não,RS,Sul,,,True,,Rio Grande do Sul (RS),,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,False,,Analista de BI/BI Analyst,Pleno,de 1 a 2 anos,de 1 a 2 anos,"SQL, R, Visual Basic/VBA, Python",SQL,Python,"Databricks, MariaDB, Oracle, SQL SERVER, MySQL","Oracle Cloud, Amazon Web Services (AWS)",Amazon Web Services (AWS),Microsoft PowerBI
t6ghi3f09l2gdht6gsx1a8dr7bue2hsx,16/12/2024 21:07:28,32,Masculino,Branca,Não,PE,Nordeste,,,True,,Pernambuco (PE),,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,de 1.001 a 3.000,False,,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,de 3 a 4 anos,"SQL, Python",Python,Python,"Redis, PostgreSQL, Neo4J, Google BigQuery, SQLite, MySQL, S3","Google Cloud (GCP), Amazon Web Services (AWS)",Amazon Web Services (AWS),"Tableau, Looker Studio (antigo Google Data Studio), Looker"
lxfto2gx4nlkgzeai6lxfthjb2l2kdhd,16/12/2024 21:23:44,32,Masculino,Parda,Não,CE,Nordeste,,,True,,Ceará (CE),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,False,,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,de 7 a 10 anos,"Python, SQL",Python,Python,"Amazon Athena, S3, Amazon Aurora ou RDS, PostgreSQL, Hive, DynamoDB",Amazon Web Services (AWS),Amazon Web Services (AWS),Amazon Quicksight
qdwheoeioik20ixlc6bugqdwheoe85y7,16/12/2024 22:51:43,32,Feminino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Marketing,Acima de 3.000,False,,Analista de BI/BI Analyst,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,SQL,SQL,Python,Google BigQuery,Google Cloud (GCP),Não sei opinar / Não tenho preferência,"Looker Studio (antigo Google Data Studio), Fazemos todas as análises utilizando apenas Excel ou planilhas do google"
kk06s32netn37gv08ckk06ss83quz411,17/12/2024 07:15:30,32,Feminino,Preta,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Outra opção,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,
ahia83reetbuufjrfahiao8h5g1zbpaw,17/12/2024 15:06:38,32,Feminino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,de 1.001 a 3.000,True,Gerente/Head,,,Mais de 10 anos,de 3 a 4 anos,,,,,,,
tnh7anv481zlwmwitnh7a9adifurgogm,17/12/2024 17:13:51,32,Masculino,Parda,Não,RJ,Sudeste,ES,Sudeste,True,,Rio de Janeiro (RJ),Espírito Santo (ES),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Internet/Ecommerce,de 11 a 50,False,,Analista de Dados/Data Analyst,Júnior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python, Visual Basic/VBA",SQL,Python,"SQL SERVER, MySQL",Servidores On Premise/Não utilizamos Cloud,Não sei opinar / Não tenho preferência,"Microsoft PowerBI, Fazemos todas as análises utilizando apenas Excel ou planilhas do google"
zp12b7640vi1aomehdmzp12b7x8bnaid,14/10/2024 11:23:55,33,Masculino,Branca,Não,SC,Sul,,,True,,Santa Catarina (SC),,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Área da Saúde,de 1.001 a 3.000,False,,Cientista de Dados/Data Scientist,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python, Visual Basic/VBA",Python,Python,Oracle,Servidores On Premise/Não utilizamos Cloud,Amazon Web Services (AWS),Qlik View/Qlik Sense
vt4jn041ki3v4cawv7g702o6ohl8844c,14/10/2024 11:26:54,33,Feminino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,de 101 a 500,False,,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 1 a 2 anos,de 3 a 4 anos,"SQL, Python, R",Python,Python,"Google Firestore, MySQL, Redis, Databricks, Snowflake, SQLite, S3, Firebase","Google Cloud (GCP), Azure (Microsoft)",Amazon Web Services (AWS),Microsoft PowerBI
bctpif0i5fty3csp2i29bctpisi59xwx,14/10/2024 11:49:56,33,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Varejo,Acima de 3.000,False,,Analista de BI/BI Analyst,Pleno,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Visual Basic/VBA, SQL",Visual Basic/VBA,Python,SAP HANA,Cloud Própria,Não sei opinar / Não tenho preferência,"Microsoft PowerBI, Qlik View/Qlik Sense, SAP Business Objects/SAP Analytics"
85ffuz8gg6dz77u85nc5mr91641pdw19,14/10/2024 11:59:10,33,Feminino,Branca,Não,SP,Sudeste,MS,Centro-oeste,True,,São Paulo (SP),Mato Grosso do Sul (MS),Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empreendedor ou Empregado (CNPJ),Área da Saúde,de 101 a 500,False,,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,Google BigQuery,Google Cloud (GCP),Não sei opinar / Não tenho preferência,"Superset, Looker Studio (antigo Google Data Studio), Microsoft PowerBI"
z16xj2uhpddsrwvwk4lcoz16xj2uc9xd,14/10/2024 12:29:31,33,Masculino,Branca,Não,SP,Sudeste,SC,Sul,True,,São Paulo (SP),Santa Catarina (SC),Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Finanças ou Bancos,de 6 a 10,True,Gerente/Head,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
8xjcns5vdpbcxwq98x2i7h5qiot27ugk,14/10/2024 12:41:46,33,Masculino,Parda,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,de 501 a 1.000,False,,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,"Oracle, SQL SERVER, MySQL, PostgreSQL",Azure (Microsoft),Não sei opinar / Não tenho preferência,"Microsoft PowerBI, Pentaho"
yckq5ie6ctlzlyc8dcwdm2z97ym56mcb,14/10/2024 12:56:27,33,Masculino,Branca,Não,BA,Nordeste,,,True,,Bahia (BA),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,de 11 a 50,False,,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,SQL,SQL,Python,"SQL SERVER, Oracle, PostgreSQL, Firebase, MySQL",Servidores On Premise/Não utilizamos Cloud,Amazon Web Services (AWS),"Microsoft PowerBI, Qlik View/Qlik Sense"
b5z0d7uf2id28w2b5z0dizvam62hgbpp,14/10/2024 13:24:36,33,Masculino,Parda,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,de 1.001 a 3.000,False,,Analytics Engineer,Sênior,de 5 a 6 anos,de 5 a 6 anos,"SQL, Python",SQL,Python,"Amazon Athena, Amazon Redshift, Amazon Aurora ou RDS",Amazon Web Services (AWS),Amazon Web Services (AWS),Microsoft PowerBI
335r57q3qxjmdg5iu335r0sttkwmfvib,14/10/2024 14:01:34,33,Feminino,Parda,Não,RJ,Sudeste,,,True,,Rio de Janeiro (RJ),,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Entretenimento ou Esportes,Acima de 3.000,True,Supervisor/Coordenador,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
gkumbf590thvv9r77ygkumbvjlkjbzkx,14/10/2024 14:38:41,33,Masculino,Branca,Não,RJ,Sudeste,,,True,,Rio de Janeiro (RJ),,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Área de Consultoria,Acima de 3.000,False,,Analista de Dados/Data Analyst,Sênior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,SQL,SQL,Python,SQL SERVER,Azure (Microsoft),Não sei opinar / Não tenho preferência,"SAS Visual Analytics, Microsoft PowerBI, Pentaho"
rpn7cj8zbqmk89d6zrpn7cdhso05nm6a,14/10/2024 14:40:31,33,Feminino,Branca,Não,SC,Sul,,,True,,Santa Catarina (SC),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Acima de 3.000,False,,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 3 a 4 anos,de 1 a 2 anos,"Python, SQL",Python,Python,"SAP HANA, Databricks, PostgreSQL, MySQL, SQL SERVER, Elasticsearch, Hive, Presto",Azure (Microsoft),Azure (Microsoft),"Microsoft PowerBI, Metabase"
l7phmaoxxe7efe6pl7phmaod5mv3q1vl,14/10/2024 14:41:07,33,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empreendedor ou Empregado (CNPJ),Varejo,de 1.001 a 3.000,True,Gerente/Head,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
jhnktk9oo0nem3a565jhnkttwl5qnsu4,14/10/2024 14:42:02,33,Feminino,Branca,Não,RJ,Sudeste,,,True,,Rio de Janeiro (RJ),,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Setor Alimentício,Acima de 3.000,False,,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,de 3 a 4 anos,"SQL, Python",Python,Python,Databricks,Azure (Microsoft),Azure (Microsoft),Não utilizo nenhuma ferramenta de BI no trabalho
jrdgmsesrtz5916lejrdgm9u90on3wus,14/10/2024 15:22:25,33,Feminino,Parda,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Área de Consultoria,Acima de 3.000,False,,Cientista de Dados/Data Scientist,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,Python,"SQLite, PostgreSQL, Amazon Aurora ou RDS","Azure (Microsoft), Amazon Web Services (AWS)",Azure (Microsoft),Tableau
s9ubmekrp4h95mgs9ubm3tfk95va77jk,14/10/2024 15:23:45,33,Masculino,Branca,Não,PR,Sul,,,True,,Paraná (PR),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,Acima de 3.000,True,Team Leader/Tech Leader,,,de 5 a 6 anos,Mais de 10 anos,,,,,,,
1nm5x6wqmcbn369wy1kmm699h1nm5xai,14/10/2024 15:58:53,33,Masculino,Parda,Não,SP,Sudeste,BA,Nordeste,True,,São Paulo (SP),Bahia (BA),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,de 101 a 500,False,,Analista de BI/BI Analyst,Júnior,Menos de 1 ano,de 3 a 4 anos,"SQL, Python, Visual Basic/VBA, JavaScript",Não utilizo nenhuma das linguagens listadas no trabalho,Python,"MySQL, SQL SERVER, PostgreSQL",IBM,Azure (Microsoft),Microsoft PowerBI
w1qzxan3jvluy5ksw1qzxkokqjch6jsd,14/10/2024 16:03:02,33,Masculino,Parda,Não,CE,Nordeste,,,True,,Ceará (CE),,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Acima de 3.000,False,,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,de 1 a 2 anos,"Python, SQL",Python,Python,"MySQL, Databricks, PostgreSQL",Azure (Microsoft),Azure (Microsoft),Microsoft PowerBI
iglpqebdt0epkqunskyp6xiglpqtklun,14/10/2024 16:11:13,33,Feminino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,False,,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,de 3 a 4 anos,"SQL, C/C++/C#",SQL,Python,Databricks,"Google Cloud (GCP), Azure (Microsoft)",Azure (Microsoft),"Tableau, Microsoft PowerBI"
uz2483spjo0p84zvebo6qauz2483sphk,14/10/2024 16:56:54,33,Masculino,Preta,Não,SP,Sudeste,CE,Nordeste,True,,São Paulo (SP),Ceará (CE),Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,False,,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,"Databricks, Snowflake, PostgreSQL",Amazon Web Services (AWS),Não sei opinar / Não tenho preferência,"Tableau, Outra opção"
4cyhuutjy19l9j14cyhgwqt468z6n345,14/10/2024 16:58:38,33,Feminino,Parda,Não,SP,Sudeste,,,True,,São Paulo (SP),,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Agronegócios,Acima de 3.000,True,Supervisor/Coordenador,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
4cfeuzjf6ik5z6hvdu5y4cfeukthc2it,14/10/2024 17:05:15,33,Feminino,Parda,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Outra Opção,de 11 a 50,False,,Professor/Pesquisador,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
ztton6sqjc9n4kgeuvbfzztton6sqrh0,15/10/2024 01:37:54,33,Masculino,Branca,Não,SC,Sul,,,True,,Santa Catarina (SC),,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Finanças ou Bancos,de 51 a 100,True,Gerente/Head,,,de 7 a 10 anos,Menos de 1 ano,,,,,,,
07gaydy3t3jb1i74y07gaydqmf7ji5o7,15/10/2024 13:11:09,33,Masculino,Prefiro não informar,Não,SP,Sudeste,,,True,,São Paulo (SP),,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Internet/Ecommerce,Acima de 3.000,True,Gerente/Head,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
8vrvv0vi6ki8eyhd88v9ayjn6tufup2a,15/10/2024 13:28:56,33,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,de 1.001 a 3.000,False,,Analista de BI/BI Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Visual Basic/VBA,Visual Basic/VBA,Python,SQL SERVER,Servidores On Premise/Não utilizamos Cloud,Não sei opinar / Não tenho preferência,"Fazemos todas as análises utilizando apenas Excel ou planilhas do google, Microsoft PowerBI"
0o71bjtkkf7zhi7o91j9t0o71bjyo3n1,15/10/2024 13:45:19,33,Masculino,Branca,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,de 1.001 a 3.000,False,,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,"SQL SERVER, Google BigQuery, PostgreSQL, MySQL",Google Cloud (GCP),Google Cloud (GCP),Tableau
na2m3pq77ujkib1whna2m3pazpootwgz,15/10/2024 14:33:58,33,Masculino,Branca,Não,RS,Sul,,,True,,Rio Grande do Sul (RS),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 11 a 50,True,Team Leader/Tech Leader,,,Mais de 10 anos,Mais de 10 anos,,,,,,,
z7u2cc8dahz7g03d3cgkdx7ovy98gagg,15/10/2024 14:39:56,33,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Varejo,Acima de 3.000,True,Supervisor/Coordenador,,,de 3 a 4 anos,de 5 a 6 anos,,,,,,,
qg3jg6xufdtd95o7n7sqg3jg84h50icr,15/10/2024 14:52:04,33,Masculino,Branca,Não,RN,Nordeste,MG,Sudeste,True,,Rio Grande do Norte (RN),Minas Gerais (MG),Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),"Desempregado, buscando recolocação",,,,,,,,,,,,,,,
pp5nk7tcp8tt36qresirpp5nk7uz9nm1,15/10/2024 14:52:54,33,Feminino,Parda,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Varejo,Acima de 3.000,False,,Cientista de Dados/Data Scientist,Pleno,de 5 a 6 anos,de 1 a 2 anos,"R, Python, SQL",Python,Python,Google BigQuery,Google Cloud (GCP),Amazon Web Services (AWS),"Looker, Looker Studio (antigo Google Data Studio)"
igd6x974fu3dspky8xigd6xo2pv11r6t,15/10/2024 18:17:07,33,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Acima de 3.000,False,,Arquiteto de Dados/Data Architect,Sênior,Menos de 1 ano,Mais de 10 anos,"SQL, Python",SQL,Python,"Firebase, Google Firestore, Google BigQuery",Google Cloud (GCP),Google Cloud (GCP),"Looker Studio (antigo Google Data Studio), Tableau"
c7cowv9ldqkrs5bmdic7com02b881nec,15/10/2024 21:19:12,33,Masculino,Branca,Não,RN,Nordeste,PR,Sul,True,,Rio Grande do Norte (RN),Paraná (PR),Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Outra Opção,Acima de 3.000,False,,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Pleno,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,Python,"Google BigQuery, PostgreSQL, MySQL",Google Cloud (GCP),Google Cloud (GCP),"Tableau, Looker Studio (antigo Google Data Studio)"
d8w1r4us4k01tcqu0rbxxd8w1r4lxmn7,16/10/2024 02:41:05,33,Masculino,Branca,Não,RS,Sul,,,True,,Rio Grande do Sul (RS),,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Varejo,Acima de 3.000,True,Supervisor/Coordenador,,,Mais de 10 anos,Menos de 1 ano,,,,,,,
keazhz1tegsnqwgwkeazhz48dykkyl7y,16/10/2024 11:17:53,33,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,False,,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,"Oracle, S3, Amazon Athena, Databricks",Amazon Web Services (AWS),Amazon Web Services (AWS),"Microsoft PowerBI, Grafana"
c94k59isiwv1zx1d47sbnc94krop1oe5,16/10/2024 11:36:44,33,Masculino,Branca,Não,SC,Sul,,,True,,Santa Catarina (SC),,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Varejo,de 101 a 500,False,,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,Python,"Presto, PostgreSQL, S3",Google Cloud (GCP),Amazon Web Services (AWS),Microsoft PowerBI
mvkx3y8ty5ahmvkxvlx8toaqa5n7y4oo,16/10/2024 11:41:32,33,Masculino,Branca,Não,SC,Sul,,,True,,Santa Catarina (SC),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,de 1.001 a 3.000,False,,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de 3 a 4 anos,de 5 a 6 anos,"SQL, Python",SQL,Python,"Databricks, PostgreSQL, Oracle, MariaDB, SQL SERVER",Azure (Microsoft),Não sei opinar / Não tenho preferência,Qlik View/Qlik Sense
9s8xpa9pnqnmrbiccy9s8582ylo85n29,16/10/2024 11:41:50,33,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,de 101 a 500,True,Team Leader/Tech Leader,,,de 7 a 10 anos,de 1 a 2 anos,,,,,,,
mg4cj9ces6k6nygmg4kippe16xduq5wz,16/10/2024 11:56:03,33,Masculino,Branca,Não,SC,Sul,,,True,,Santa Catarina (SC),,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Setor Automotivo,Acima de 3.000,True,Team Leader/Tech Leader,,,de 7 a 10 anos,Menos de 1 ano,,,,,,,
